,url,Pagerank
0,https://www.baidu.com,381.93299176228766
1,http://i.baidu.com/,381.7034578675634
2,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10214124913565575536%22%7D&n_type=1&p_from=3,0.8048780487809114
3,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_8826255606639208945%22%7D&n_type=1&p_from=3,0.8048780487809114
4,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9641024346086599315%22%7D&n_type=1&p_from=3,0.8048780487809114
5,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9909516706227883828%22%7D&n_type=1&p_from=4,0.75
6,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10323928656115728489%22%7D&n_type=1&p_from=4,0.9229706318987227
7,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9982326125595799659%22%7D&n_type=1&p_from=4,0.8618581118215647
8,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10131222604479780756%22%7D&n_type=1&p_from=4,0.8504859899112512
9,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10227615818291151311%22%7D&n_type=1&p_from=4,0.8458442421147139
10,http://news.baidu.com,7.672402595426786
11,http://map.baidu.com,7.672402595426786
12,http://tieba.baidu.com,7.672402595426786
13,https://pan.baidu.com,7.401621682391465
14,https://baike.baidu.com,7.345083842310895
15,http://image.baidu.com,7.345083842310895
16,https://baobao.baidu.com,7.345083842310895
17,https://wenku.baidu.com,7.345083842310895
18,https://jingyan.baidu.com,7.345083842310895
19,https://www.baidu.com/s?cl=3&tn=baidutop10&fr=top1000&wd=%E7%97%85%E6%AF%92%E5%8F%98%E5%BC%82%E5%85%83%E6%97%A6%E8%BF%98%E8%83%BD%E5%87%BA%E8%A1%8C%E5%90%97%3F&rsv_idx=2&rsv_dl=fyb_n_homepage&hisfilter=1,7.115549947586515
20,https://www.baidu.com/s?cl=3&tn=baidutop10&fr=top1000&wd=111%E4%BD%8D%E5%BD%B1%E8%A7%86%E4%BB%8E%E4%B8%9A%E8%80%85%E8%81%94%E5%90%8D%E6%8A%B5%E5%88%B6%E4%BA%8E%E6%AD%A3%E9%83%AD%E6%95%AC%E6%98%8E&rsv_idx=2&rsv_dl=fyb_n_homepage&hisfilter=1,7.115549947586515
21,https://www.baidu.com/s?cl=3&tn=baidutop10&fr=top1000&wd=%E5%8A%B3%E8%8D%A3%E6%9E%9D%3A%E6%9D%80%E4%BA%BA%E9%AD%94%E5%A4%B4%E8%BF%98%E6%98%AF%E6%97%A0%E7%9F%A5%E5%B0%91%E5%A5%B3&rsv_idx=2&rsv_dl=fyb_n_homepage&hisfilter=1,7.115549947586515
22,http://v.baidu.com/v?ct=301989888&rn=20&pn=0&db=0&s=25&ie=utf-8,7.115549947586515
23,https://b2b.baidu.com/s?fr=wwwt,7.115549947586515
24,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10522148878638180807%22%7D&n_type=1&p_from=4,1.684017650183292
25,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9192143093271805150%22%7D&n_type=1&p_from=4,1.1018249095498798
26,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9910671167567988872%22%7D&n_type=1&p_from=4,0.7923018292684986
27,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9606347647768149990%22%7D&n_type=1&p_from=4,1.2479772227854813
28,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10394652336181266753%22%7D&n_type=1&p_from=4,0.7682926829269705
29,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9563111835462829621%22%7D&n_type=1&p_from=4,1.335198962174411
30,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9737580987704470160%22%7D&n_type=1&p_from=4,1.3917375214868848
31,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9807479686370378610%22%7D&n_type=1&p_from=4,1.4686654177775915
32,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9532125961548087794%22%7D&n_type=1&p_from=4,1.2449673846702232
33,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9960680422530342984%22%7D&n_type=1&p_from=4,0.859423158733375
34,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9518616042908709848%22%7D&n_type=1&p_from=4,1.2046733155744822
35,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_10556791234458370750%22%7D&n_type=1&p_from=4,0.8113167302004144
36,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9311026203249108986%22%7D&n_type=1&p_from=3,2.4220395588495265
37,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9637249198787157581%22%7D&n_type=1&p_from=3,2.4220395588495265
38,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9554245781693032658%22%7D&n_type=1&p_from=3,2.4220395588495265
39,https://mbd.baidu.com/newspage/data/landingsuper?context=%7B%22nid%22%3A%22news_9151590840972200016%22%7D&n_type=1&p_from=4,0.7670454545454546
